datum,titel,abstimmungstext,partei,parole
2015-06-14,"2. A: Velo-Initiative","«Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative)",AL,JA
2015-06-14,"2. A: Velo-Initiative","«Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative)",CVP,NEIN
2015-06-14,"2. A: Velo-Initiative","«Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative)",FDP,NEIN
2015-06-14,"2. A: Velo-Initiative","«Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative)","Grüne",JA
2015-06-14,"2. A: Velo-Initiative","«Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative)",SP,JA
2015-06-14,"2. A: Velo-Initiative","«Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative)",SVP,NEIN
2015-06-14,"2. A: Velo-Initiative","«Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative)",glp,JA
2015-06-14,"2. B: Gegenvorschlag","Gegenvorschlag des Gemeinderats zur Velo-Initiative",AL,Stimmfreigabe
2015-06-14,"2. B: Gegenvorschlag","Gegenvorschlag des Gemeinderats zur Velo-Initiative",CVP,Stimmfreigabe
2015-06-14,"2. B: Gegenvorschlag","Gegenvorschlag des Gemeinderats zur Velo-Initiative",FDP,NEIN
2015-06-14,"2. B: Gegenvorschlag","Gegenvorschlag des Gemeinderats zur Velo-Initiative","Grüne",JA
2015-06-14,"2. B: Gegenvorschlag","Gegenvorschlag des Gemeinderats zur Velo-Initiative",SP,JA
2015-06-14,"2. B: Gegenvorschlag","Gegenvorschlag des Gemeinderats zur Velo-Initiative",SVP,NEIN
2015-06-14,"2. B: Gegenvorschlag","Gegenvorschlag des Gemeinderats zur Velo-Initiative",glp,JA
2015-06-14,"2. C: Stichfrage","Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative (Velo-Initiative) als auch der Gegenvorschlag des Gemeinderats angenommen werden?",AL,"A (Volksinitiative)"
2015-06-14,"2. C: Stichfrage","Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative (Velo-Initiative) als auch der Gegenvorschlag des Gemeinderats angenommen werden?",CVP,"B (Gegenvorschlag)"
2015-06-14,"2. C: Stichfrage","Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative (Velo-Initiative) als auch der Gegenvorschlag des Gemeinderats angenommen werden?",FDP,"B (Gegenvorschlag)"
2015-06-14,"2. C: Stichfrage","Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative (Velo-Initiative) als auch der Gegenvorschlag des Gemeinderats angenommen werden?","Grüne","A (Volksinitiative)"
2015-06-14,"2. C: Stichfrage","Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative (Velo-Initiative) als auch der Gegenvorschlag des Gemeinderats angenommen werden?",SP,"A (Volksinitiative)"
2015-06-14,"2. C: Stichfrage","Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative (Velo-Initiative) als auch der Gegenvorschlag des Gemeinderats angenommen werden?",SVP,"B (Gegenvorschlag)"
2015-06-14,"2. C: Stichfrage","Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative (Velo-Initiative) als auch der Gegenvorschlag des Gemeinderats angenommen werden?",glp,"B (Gegenvorschlag)"
2015-06-14,"3. «Zürich im Landesmuseum»","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019",AL,NEIN
2015-06-14,"3. «Zürich im Landesmuseum»","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019",CVP,JA
2015-06-14,"3. «Zürich im Landesmuseum»","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019",FDP,JA
2015-06-14,"3. «Zürich im Landesmuseum»","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019","Grüne",JA
2015-06-14,"3. «Zürich im Landesmuseum»","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019",SP,JA
2015-06-14,"3. «Zürich im Landesmuseum»","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019",SVP,NEIN
2015-06-14,"3. «Zürich im Landesmuseum»","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019",glp,NEIN
2015-06-14,"4. Kauf der Liegenschaft Florhofgasse 6 und bauliche Sofortmassnahmen","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",AL,JA
2015-06-14,"4. Kauf der Liegenschaft Florhofgasse 6 und bauliche Sofortmassnahmen","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",CVP,JA
2015-06-14,"4. Kauf der Liegenschaft Florhofgasse 6 und bauliche Sofortmassnahmen","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",FDP,JA
2015-06-14,"4. Kauf der Liegenschaft Florhofgasse 6 und bauliche Sofortmassnahmen","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken","Grüne",JA
2015-06-14,"4. Kauf der Liegenschaft Florhofgasse 6 und bauliche Sofortmassnahmen","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",SP,JA
2015-06-14,"4. Kauf der Liegenschaft Florhofgasse 6 und bauliche Sofortmassnahmen","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",SVP,NEIN
2015-06-14,"4. Kauf der Liegenschaft Florhofgasse 6 und bauliche Sofortmassnahmen","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",glp,JA
2015-11-22,"Änderung der Gemeindeordnung","Änderung der Gemeindeordnung; Anpassung der Aufgabenzuordnung der Departemente sowie von Bestimmungen des Abschnitts Schule und Schulbehörden, Umbenennung eines Departements, Streichung einer Kompetenzbestimmung Gemeinderat",AL,Stimmfreigabe
2015-11-22,"Änderung der Gemeindeordnung","Änderung der Gemeindeordnung; Anpassung der Aufgabenzuordnung der Departemente sowie von Bestimmungen des Abschnitts Schule und Schulbehörden, Umbenennung eines Departements, Streichung einer Kompetenzbestimmung Gemeinderat",CVP,NEIN
2015-11-22,"Änderung der Gemeindeordnung","Änderung der Gemeindeordnung; Anpassung der Aufgabenzuordnung der Departemente sowie von Bestimmungen des Abschnitts Schule und Schulbehörden, Umbenennung eines Departements, Streichung einer Kompetenzbestimmung Gemeinderat",FDP,NEIN
2015-11-22,"Änderung der Gemeindeordnung","Änderung der Gemeindeordnung; Anpassung der Aufgabenzuordnung der Departemente sowie von Bestimmungen des Abschnitts Schule und Schulbehörden, Umbenennung eines Departements, Streichung einer Kompetenzbestimmung Gemeinderat","Grüne",JA
2015-11-22,"Änderung der Gemeindeordnung","Änderung der Gemeindeordnung; Anpassung der Aufgabenzuordnung der Departemente sowie von Bestimmungen des Abschnitts Schule und Schulbehörden, Umbenennung eines Departements, Streichung einer Kompetenzbestimmung Gemeinderat",SP,JA
2015-11-22,"Änderung der Gemeindeordnung","Änderung der Gemeindeordnung; Anpassung der Aufgabenzuordnung der Departemente sowie von Bestimmungen des Abschnitts Schule und Schulbehörden, Umbenennung eines Departements, Streichung einer Kompetenzbestimmung Gemeinderat",SVP,NEIN
2015-11-22,"Änderung der Gemeindeordnung","Änderung der Gemeindeordnung; Anpassung der Aufgabenzuordnung der Departemente sowie von Bestimmungen des Abschnitts Schule und Schulbehörden, Umbenennung eines Departements, Streichung einer Kompetenzbestimmung Gemeinderat",glp,JA
2016-06-05,"1. Kongresshaus und Tonhalle","Instandsetzung und Umbau von Kongresshaus und Tonhalle (165 Millionen Franken), Beitrag an Tonhalle-Provisorium (höchstens 1,65 Millionen Franken) und Entschuldung der bestehenden Trägerschaft des Kongresshauses (72,8 Millionen Franken) mit Ausgaben von insgesamt 239,45 Millionen Franken; Genehmigung einer Grundstücksübertragung; jährlicher Beitrag an die Kongresshaus-Stiftung von höchstens 2,9 Millionen Franken und Erhöhung des jährlichen Beitrags an die Tonhalle-Gesellschaft um 2,5 Millionen Franken",AL,JA
2016-06-05,"1. Kongresshaus und Tonhalle","Instandsetzung und Umbau von Kongresshaus und Tonhalle (165 Millionen Franken), Beitrag an Tonhalle-Provisorium (höchstens 1,65 Millionen Franken) und Entschuldung der bestehenden Trägerschaft des Kongresshauses (72,8 Millionen Franken) mit Ausgaben von insgesamt 239,45 Millionen Franken; Genehmigung einer Grundstücksübertragung; jährlicher Beitrag an die Kongresshaus-Stiftung von höchstens 2,9 Millionen Franken und Erhöhung des jährlichen Beitrags an die Tonhalle-Gesellschaft um 2,5 Millionen Franken",CVP,JA
2016-06-05,"1. Kongresshaus und Tonhalle","Instandsetzung und Umbau von Kongresshaus und Tonhalle (165 Millionen Franken), Beitrag an Tonhalle-Provisorium (höchstens 1,65 Millionen Franken) und Entschuldung der bestehenden Trägerschaft des Kongresshauses (72,8 Millionen Franken) mit Ausgaben von insgesamt 239,45 Millionen Franken; Genehmigung einer Grundstücksübertragung; jährlicher Beitrag an die Kongresshaus-Stiftung von höchstens 2,9 Millionen Franken und Erhöhung des jährlichen Beitrags an die Tonhalle-Gesellschaft um 2,5 Millionen Franken",FDP,JA
2016-06-05,"1. Kongresshaus und Tonhalle","Instandsetzung und Umbau von Kongresshaus und Tonhalle (165 Millionen Franken), Beitrag an Tonhalle-Provisorium (höchstens 1,65 Millionen Franken) und Entschuldung der bestehenden Trägerschaft des Kongresshauses (72,8 Millionen Franken) mit Ausgaben von insgesamt 239,45 Millionen Franken; Genehmigung einer Grundstücksübertragung; jährlicher Beitrag an die Kongresshaus-Stiftung von höchstens 2,9 Millionen Franken und Erhöhung des jährlichen Beitrags an die Tonhalle-Gesellschaft um 2,5 Millionen Franken","Grüne",JA
2016-06-05,"1. Kongresshaus und Tonhalle","Instandsetzung und Umbau von Kongresshaus und Tonhalle (165 Millionen Franken), Beitrag an Tonhalle-Provisorium (höchstens 1,65 Millionen Franken) und Entschuldung der bestehenden Trägerschaft des Kongresshauses (72,8 Millionen Franken) mit Ausgaben von insgesamt 239,45 Millionen Franken; Genehmigung einer Grundstücksübertragung; jährlicher Beitrag an die Kongresshaus-Stiftung von höchstens 2,9 Millionen Franken und Erhöhung des jährlichen Beitrags an die Tonhalle-Gesellschaft um 2,5 Millionen Franken",SP,JA
2016-06-05,"1. Kongresshaus und Tonhalle","Instandsetzung und Umbau von Kongresshaus und Tonhalle (165 Millionen Franken), Beitrag an Tonhalle-Provisorium (höchstens 1,65 Millionen Franken) und Entschuldung der bestehenden Trägerschaft des Kongresshauses (72,8 Millionen Franken) mit Ausgaben von insgesamt 239,45 Millionen Franken; Genehmigung einer Grundstücksübertragung; jährlicher Beitrag an die Kongresshaus-Stiftung von höchstens 2,9 Millionen Franken und Erhöhung des jährlichen Beitrags an die Tonhalle-Gesellschaft um 2,5 Millionen Franken",SVP,NEIN
2016-06-05,"1. Kongresshaus und Tonhalle","Instandsetzung und Umbau von Kongresshaus und Tonhalle (165 Millionen Franken), Beitrag an Tonhalle-Provisorium (höchstens 1,65 Millionen Franken) und Entschuldung der bestehenden Trägerschaft des Kongresshauses (72,8 Millionen Franken) mit Ausgaben von insgesamt 239,45 Millionen Franken; Genehmigung einer Grundstücksübertragung; jährlicher Beitrag an die Kongresshaus-Stiftung von höchstens 2,9 Millionen Franken und Erhöhung des jährlichen Beitrags an die Tonhalle-Gesellschaft um 2,5 Millionen Franken",glp,JA
2016-06-05,"2. Kongresshaus-Stiftung","Errichtung einer öffentlich-rechtlichen Kongresshaus-Stiftung Zürich, Änderung der Gemeindeordnung",AL,JA
2016-06-05,"2. Kongresshaus-Stiftung","Errichtung einer öffentlich-rechtlichen Kongresshaus-Stiftung Zürich, Änderung der Gemeindeordnung",CVP,JA
2016-06-05,"2. Kongresshaus-Stiftung","Errichtung einer öffentlich-rechtlichen Kongresshaus-Stiftung Zürich, Änderung der Gemeindeordnung",FDP,JA
2016-06-05,"2. Kongresshaus-Stiftung","Errichtung einer öffentlich-rechtlichen Kongresshaus-Stiftung Zürich, Änderung der Gemeindeordnung","Grüne",JA
2016-06-05,"2. Kongresshaus-Stiftung","Errichtung einer öffentlich-rechtlichen Kongresshaus-Stiftung Zürich, Änderung der Gemeindeordnung",SP,JA
2016-06-05,"2. Kongresshaus-Stiftung","Errichtung einer öffentlich-rechtlichen Kongresshaus-Stiftung Zürich, Änderung der Gemeindeordnung",SVP,NEIN
2016-06-05,"2. Kongresshaus-Stiftung","Errichtung einer öffentlich-rechtlichen Kongresshaus-Stiftung Zürich, Änderung der Gemeindeordnung",glp,JA
2016-06-05,"3. Pflegezentrum Bombach","Pflegezentrum Bombach in Zürich-Höngg, Neubau Haus B, Objektkredit von 23,575 Millionen Franken",AL,JA
2016-06-05,"3. Pflegezentrum Bombach","Pflegezentrum Bombach in Zürich-Höngg, Neubau Haus B, Objektkredit von 23,575 Millionen Franken",CVP,JA
2016-06-05,"3. Pflegezentrum Bombach","Pflegezentrum Bombach in Zürich-Höngg, Neubau Haus B, Objektkredit von 23,575 Millionen Franken",FDP,JA
2016-06-05,"3. Pflegezentrum Bombach","Pflegezentrum Bombach in Zürich-Höngg, Neubau Haus B, Objektkredit von 23,575 Millionen Franken","Grüne",JA
2016-06-05,"3. Pflegezentrum Bombach","Pflegezentrum Bombach in Zürich-Höngg, Neubau Haus B, Objektkredit von 23,575 Millionen Franken",SP,JA
2016-06-05,"3. Pflegezentrum Bombach","Pflegezentrum Bombach in Zürich-Höngg, Neubau Haus B, Objektkredit von 23,575 Millionen Franken",SVP,JA
2016-06-05,"3. Pflegezentrum Bombach","Pflegezentrum Bombach in Zürich-Höngg, Neubau Haus B, Objektkredit von 23,575 Millionen Franken",glp,JA
2016-06-05,"4. Ausstieg aus der Kernenergie","Ausstieg der Stadt Zürich aus der Kernenergie, Änderung der Gemeindeordnung",AL,JA
2016-06-05,"4. Ausstieg aus der Kernenergie","Ausstieg der Stadt Zürich aus der Kernenergie, Änderung der Gemeindeordnung",CVP,NEIN
2016-06-05,"4. Ausstieg aus der Kernenergie","Ausstieg der Stadt Zürich aus der Kernenergie, Änderung der Gemeindeordnung",FDP,NEIN
2016-06-05,"4. Ausstieg aus der Kernenergie","Ausstieg der Stadt Zürich aus der Kernenergie, Änderung der Gemeindeordnung","Grüne",JA
2016-06-05,"4. Ausstieg aus der Kernenergie","Ausstieg der Stadt Zürich aus der Kernenergie, Änderung der Gemeindeordnung",SP,JA
2016-06-05,"4. Ausstieg aus der Kernenergie","Ausstieg der Stadt Zürich aus der Kernenergie, Änderung der Gemeindeordnung",SVP,NEIN
2016-06-05,"4. Ausstieg aus der Kernenergie","Ausstieg der Stadt Zürich aus der Kernenergie, Änderung der Gemeindeordnung",glp,JA
2016-06-05,"5. Energiesparbeschluss, Teilaufhebung","Gemeindebeschluss «Rationelle Verwendung von Elektrizität» vom 5. März 1989, Teilaufhebung",AL,JA
2016-06-05,"5. Energiesparbeschluss, Teilaufhebung","Gemeindebeschluss «Rationelle Verwendung von Elektrizität» vom 5. März 1989, Teilaufhebung",CVP,JA
2016-06-05,"5. Energiesparbeschluss, Teilaufhebung","Gemeindebeschluss «Rationelle Verwendung von Elektrizität» vom 5. März 1989, Teilaufhebung",FDP,JA
2016-06-05,"5. Energiesparbeschluss, Teilaufhebung","Gemeindebeschluss «Rationelle Verwendung von Elektrizität» vom 5. März 1989, Teilaufhebung","Grüne",JA
2016-06-05,"5. Energiesparbeschluss, Teilaufhebung","Gemeindebeschluss «Rationelle Verwendung von Elektrizität» vom 5. März 1989, Teilaufhebung",SP,JA
2016-06-05,"5. Energiesparbeschluss, Teilaufhebung","Gemeindebeschluss «Rationelle Verwendung von Elektrizität» vom 5. März 1989, Teilaufhebung",SVP,JA
2016-06-05,"5. Energiesparbeschluss, Teilaufhebung","Gemeindebeschluss «Rationelle Verwendung von Elektrizität» vom 5. März 1989, Teilaufhebung",glp,JA
2016-06-05,"6. Verordnung über gemeinwirtschaftliche Leistungen des ewz","Verordnung über gemeinwirtschaftliche Leistungen des Elektrizitätswerks der Stadt Zürich (ewz) im Rahmen der 2000-Watt-Ziele, Neuerlass",AL,JA
2016-06-05,"6. Verordnung über gemeinwirtschaftliche Leistungen des ewz","Verordnung über gemeinwirtschaftliche Leistungen des Elektrizitätswerks der Stadt Zürich (ewz) im Rahmen der 2000-Watt-Ziele, Neuerlass",CVP,NEIN
2016-06-05,"6. Verordnung über gemeinwirtschaftliche Leistungen des ewz","Verordnung über gemeinwirtschaftliche Leistungen des Elektrizitätswerks der Stadt Zürich (ewz) im Rahmen der 2000-Watt-Ziele, Neuerlass",FDP,NEIN
2016-06-05,"6. Verordnung über gemeinwirtschaftliche Leistungen des ewz","Verordnung über gemeinwirtschaftliche Leistungen des Elektrizitätswerks der Stadt Zürich (ewz) im Rahmen der 2000-Watt-Ziele, Neuerlass","Grüne",JA
2016-06-05,"6. Verordnung über gemeinwirtschaftliche Leistungen des ewz","Verordnung über gemeinwirtschaftliche Leistungen des Elektrizitätswerks der Stadt Zürich (ewz) im Rahmen der 2000-Watt-Ziele, Neuerlass",SP,JA
2016-06-05,"6. Verordnung über gemeinwirtschaftliche Leistungen des ewz","Verordnung über gemeinwirtschaftliche Leistungen des Elektrizitätswerks der Stadt Zürich (ewz) im Rahmen der 2000-Watt-Ziele, Neuerlass",SVP,NEIN
2016-06-05,"6. Verordnung über gemeinwirtschaftliche Leistungen des ewz","Verordnung über gemeinwirtschaftliche Leistungen des Elektrizitätswerks der Stadt Zürich (ewz) im Rahmen der 2000-Watt-Ziele, Neuerlass",glp,JA
2016-09-25,"1. Eishockey- und Sportarena","Eishockey- und Sportarena, Gewährung eines Baurechts, eines rückzahlungspflichtigen und zu verzinsenden Darlehens von 120 Millionen Franken und eines jährlichen Betriebsbeitrags von höchstens 2 Millionen Franken ab Inbetriebnahme der Arena für 30 Jahre an die ZSC Lions Arena Immobilien AG sowie Objektkredite von 2,8 Millionen Franken für Altlastenbereinigung und von 1,9 Millionen Franken für allfällige Erschliessungsmassnahmen",AL,NEIN
2016-09-25,"1. Eishockey- und Sportarena","Eishockey- und Sportarena, Gewährung eines Baurechts, eines rückzahlungspflichtigen und zu verzinsenden Darlehens von 120 Millionen Franken und eines jährlichen Betriebsbeitrags von höchstens 2 Millionen Franken ab Inbetriebnahme der Arena für 30 Jahre an die ZSC Lions Arena Immobilien AG sowie Objektkredite von 2,8 Millionen Franken für Altlastenbereinigung und von 1,9 Millionen Franken für allfällige Erschliessungsmassnahmen",CVP,JA
